id,y
0.0,69.87623762376238
1.0,69.87623762376238
2.0,69.87623762376238
3.0,69.87623762376238
4.0,69.87623762376238
5.0,69.87623762376238
6.0,69.87623762376238
7.0,69.87623762376238
8.0,69.87623762376238
9.0,69.87623762376238
10.0,69.87623762376238
11.0,69.87623762376238
12.0,69.87623762376238
13.0,69.87623762376238
14.0,69.87623762376238
15.0,69.87623762376238
16.0,69.87623762376238
17.0,69.87623762376238
18.0,69.87623762376238
19.0,69.87623762376238
20.0,69.87623762376238
21.0,69.87623762376238
22.0,69.87623762376238
23.0,69.87623762376238
24.0,69.87623762376238
25.0,69.87623762376238
26.0,69.87623762376238
27.0,69.87623762376238
28.0,69.87623762376238
29.0,69.87623762376238
30.0,69.87623762376238
31.0,69.87623762376238
32.0,69.87623762376238
33.0,69.87623762376238
34.0,69.87623762376238
35.0,69.87623762376238
36.0,69.87623762376238
37.0,69.87623762376238
38.0,69.87623762376238
39.0,69.87623762376238
40.0,69.87623762376238
41.0,69.87623762376238
42.0,69.87623762376238
43.0,69.87623762376238
44.0,69.87623762376238
45.0,69.87623762376238
46.0,69.87623762376238
47.0,69.87623762376238
48.0,69.87623762376238
49.0,69.87623762376238
50.0,69.87623762376238
51.0,69.87623762376238
52.0,69.87623762376238
53.0,69.87623762376238
54.0,69.87623762376238
55.0,69.87623762376238
56.0,69.87623762376238
57.0,69.87623762376238
58.0,69.87623762376238
59.0,69.87623762376238
60.0,69.87623762376238
61.0,69.87623762376238
62.0,69.87623762376238
63.0,69.87623762376238
64.0,69.87623762376238
65.0,69.87623762376238
66.0,69.87623762376238
67.0,69.87623762376238
68.0,69.87623762376238
69.0,69.87623762376238
70.0,69.87623762376238
71.0,69.87623762376238
72.0,69.87623762376238
73.0,69.87623762376238
74.0,69.87623762376238
75.0,69.87623762376238
76.0,69.87623762376238
77.0,69.87623762376238
78.0,69.87623762376238
79.0,69.87623762376238
80.0,69.87623762376238
81.0,69.87623762376238
82.0,69.87623762376238
83.0,69.87623762376238
84.0,69.87623762376238
85.0,69.87623762376238
86.0,69.87623762376238
87.0,69.87623762376238
88.0,69.87623762376238
89.0,69.87623762376238
90.0,69.87623762376238
91.0,69.87623762376238
92.0,69.87623762376238
93.0,69.87623762376238
94.0,69.87623762376238
95.0,69.87623762376238
96.0,69.87623762376238
97.0,69.87623762376238
98.0,69.87623762376238
99.0,69.87623762376238
100.0,69.87623762376238
101.0,69.87623762376238
102.0,69.87623762376238
103.0,69.87623762376238
104.0,69.87623762376238
105.0,69.87623762376238
106.0,69.87623762376238
107.0,69.87623762376238
108.0,69.87623762376238
109.0,69.87623762376238
110.0,69.87623762376238
111.0,69.87623762376238
112.0,69.87623762376238
113.0,69.87623762376238
114.0,69.87623762376238
115.0,69.87623762376238
116.0,69.87623762376238
117.0,69.87623762376238
118.0,69.87623762376238
119.0,69.87623762376238
120.0,69.87623762376238
121.0,69.87623762376238
122.0,69.87623762376238
123.0,69.87623762376238
124.0,69.87623762376238
125.0,69.87623762376238
126.0,69.87623762376238
127.0,69.87623762376238
128.0,69.87623762376238
129.0,69.87623762376238
130.0,69.87623762376238
131.0,69.87623762376238
132.0,69.87623762376238
133.0,69.87623762376238
134.0,69.87623762376238
135.0,69.87623762376238
136.0,69.87623762376238
137.0,69.87623762376238
138.0,69.87623762376238
139.0,69.87623762376238
140.0,69.87623762376238
141.0,69.87623762376238
142.0,69.87623762376238
143.0,69.87623762376238
144.0,69.87623762376238
145.0,69.87623762376238
146.0,69.87623762376238
147.0,69.87623762376238
148.0,69.87623762376238
149.0,69.87623762376238
150.0,69.87623762376238
151.0,69.87623762376238
152.0,69.87623762376238
153.0,69.87623762376238
154.0,69.87623762376238
155.0,69.87623762376238
156.0,69.87623762376238
157.0,69.87623762376238
158.0,69.87623762376238
159.0,69.87623762376238
160.0,69.87623762376238
161.0,69.87623762376238
162.0,69.87623762376238
163.0,69.87623762376238
164.0,69.87623762376238
165.0,69.87623762376238
166.0,69.87623762376238
167.0,69.87623762376238
168.0,69.87623762376238
169.0,69.87623762376238
170.0,69.87623762376238
171.0,69.87623762376238
172.0,69.87623762376238
173.0,69.87623762376238
174.0,69.87623762376238
175.0,69.87623762376238
176.0,69.87623762376238
177.0,69.87623762376238
178.0,69.87623762376238
179.0,69.87623762376238
180.0,69.87623762376238
181.0,69.87623762376238
182.0,69.87623762376238
183.0,69.87623762376238
184.0,69.87623762376238
185.0,69.87623762376238
186.0,69.87623762376238
187.0,69.87623762376238
188.0,69.87623762376238
189.0,69.87623762376238
190.0,69.87623762376238
191.0,69.87623762376238
192.0,69.87623762376238
193.0,69.87623762376238
194.0,69.87623762376238
195.0,69.87623762376238
196.0,69.87623762376238
197.0,69.87623762376238
198.0,69.87623762376238
199.0,69.87623762376238
200.0,69.87623762376238
201.0,69.87623762376238
202.0,69.87623762376238
203.0,69.87623762376238
204.0,69.87623762376238
205.0,69.87623762376238
206.0,69.87623762376238
207.0,69.87623762376238
208.0,69.87623762376238
209.0,69.87623762376238
210.0,69.87623762376238
211.0,69.87623762376238
212.0,69.87623762376238
213.0,69.87623762376238
214.0,69.87623762376238
215.0,69.87623762376238
216.0,69.87623762376238
217.0,69.87623762376238
218.0,69.87623762376238
219.0,69.87623762376238
220.0,69.87623762376238
221.0,69.87623762376238
222.0,69.87623762376238
223.0,69.87623762376238
224.0,69.87623762376238
225.0,69.87623762376238
226.0,69.87623762376238
227.0,69.87623762376238
228.0,69.87623762376238
229.0,69.87623762376238
230.0,69.87623762376238
231.0,69.87623762376238
232.0,69.87623762376238
233.0,69.87623762376238
234.0,69.87623762376238
235.0,69.87623762376238
236.0,69.87623762376238
237.0,69.87623762376238
238.0,69.87623762376238
239.0,69.87623762376238
240.0,69.87623762376238
241.0,69.87623762376238
242.0,69.87623762376238
243.0,69.87623762376238
244.0,69.87623762376238
245.0,69.87623762376238
246.0,69.87623762376238
247.0,69.87623762376238
248.0,69.87623762376238
249.0,69.87623762376238
250.0,69.87623762376238
251.0,69.87623762376238
252.0,69.87623762376238
253.0,69.87623762376238
254.0,69.87623762376238
255.0,69.87623762376238
256.0,69.87623762376238
257.0,69.87623762376238
258.0,69.87623762376238
259.0,69.87623762376238
