id,y
0,1
1,0
2,1
3,1
4,1
5,1
6,2
7,1
8,1
9,1
10,0
11,1
12,0
13,1
14,1
15,0
16,1
17,1
18,1
19,1
20,1
21,2
22,1
23,0
24,0
25,0
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,2
44,1
45,1
46,1
47,1
48,1
49,1
50,0
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,0
74,1
75,2
76,1
77,1
78,1
79,2
80,1
81,1
82,1
83,2
84,1
85,2
86,1
87,1
88,1
89,1
90,1
91,1
92,0
93,0
94,2
95,1
96,0
97,0
98,1
99,0
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,2
108,1
109,1
110,1
111,0
112,1
113,1
114,1
115,1
116,1
117,1
118,0
119,1
120,1
121,1
122,1
123,0
124,2
125,1
126,1
127,1
128,1
129,1
130,1
131,2
132,1
133,1
134,2
135,1
136,1
137,1
138,1
139,1
140,1
141,0
142,1
143,0
144,1
145,1
146,1
147,1
148,0
149,2
150,1
151,1
152,1
153,2
154,1
155,1
156,2
157,1
158,1
159,1
160,2
161,0
162,1
163,1
164,2
165,2
166,1
167,1
168,0
169,1
170,1
171,0
172,1
173,1
174,1
175,1
176,0
177,1
178,0
179,2
180,0
181,1
182,2
183,1
184,1
185,1
186,1
187,1
188,1
189,1
190,1
191,2
192,0
193,1
194,1
195,1
196,1
197,1
198,0
199,1
200,1
201,2
202,1
203,1
204,1
205,1
206,0
207,2
208,1
209,2
210,2
211,2
212,1
213,1
214,1
215,1
216,1
217,1
218,2
219,1
220,1
221,1
222,1
223,1
224,0
225,1
226,1
227,0
228,1
229,1
230,0
231,2
232,2
233,1
234,1
235,2
236,0
237,1
238,1
239,1
240,1
241,1
242,2
243,1
244,1
245,1
246,1
247,0
248,1
249,1
250,1
251,1
252,1
253,1
254,1
255,1
256,0
257,1
258,1
259,1
260,1
261,1
262,1
263,1
264,1
265,0
266,2
267,1
268,1
269,1
270,1
271,2
272,0
273,1
274,1
275,0
276,1
277,1
278,0
279,1
280,1
281,1
282,1
283,1
284,1
285,2
286,1
287,2
288,1
289,1
290,2
291,1
292,1
293,2
294,1
295,0
296,1
297,1
298,2
299,1
300,1
301,1
302,1
303,1
304,1
305,0
306,1
307,1
308,1
309,1
310,1
311,1
312,1
313,1
314,1
315,0
316,0
317,1
318,1
319,1
320,1
321,1
322,1
323,1
324,1
325,1
326,1
327,0
328,1
329,2
330,2
331,1
332,1
333,1
334,1
335,1
336,1
337,1
338,1
339,1
340,1
341,1
342,1
343,2
344,1
345,0
346,1
347,0
348,1
349,1
350,2
351,1
352,1
353,1
354,1
355,2
356,1
357,1
358,1
359,1
360,1
361,1
362,2
363,1
364,2
365,0
366,1
367,1
368,1
369,1
370,1
371,1
372,1
373,1
374,0
375,1
376,2
377,1
378,1
379,1
380,0
381,2
382,0
383,2
384,1
385,1
386,1
387,1
388,1
389,2
390,1
391,1
392,1
393,1
394,1
395,2
396,1
397,2
398,1
399,0
400,1
401,1
402,2
403,0
404,1
405,0
406,1
407,2
408,1
409,1
410,1
411,1
412,0
413,2
414,2
415,1
416,1
417,1
418,1
419,2
420,1
421,0
422,1
423,2
424,0
425,1
426,2
427,1
428,1
429,1
430,1
431,1
432,1
433,1
434,1
435,1
436,1
437,1
438,1
439,1
440,1
441,1
442,1
443,2
444,1
445,1
446,1
447,1
448,1
449,0
450,1
451,2
452,0
453,1
454,1
455,1
456,1
457,1
458,1
459,2
460,1
461,1
462,2
463,1
464,1
465,1
466,1
467,0
468,1
469,0
470,1
471,2
472,1
473,1
474,2
475,1
476,1
477,1
478,1
479,1
480,0
481,0
482,1
483,2
484,1
485,2
486,1
487,1
488,2
489,1
490,1
491,1
492,1
493,0
494,1
495,1
496,0
497,0
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,2
509,0
510,2
511,1
512,1
513,2
514,1
515,1
516,0
517,1
518,1
519,1
520,1
521,0
522,1
523,2
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,2
533,1
534,1
535,0
536,1
537,1
538,1
539,1
540,1
541,2
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,0
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,0
559,1
560,1
561,0
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,2
570,2
571,1
572,1
573,1
574,1
575,0
576,1
577,1
578,0
579,1
580,1
581,1
582,1
583,1
584,1
585,1
586,1
587,0
588,1
589,1
590,1
591,1
592,1
593,1
594,1
595,2
596,2
597,1
598,1
599,1
600,1
601,0
602,1
603,1
604,1
605,1
606,1
607,1
608,1
609,2
610,2
611,1
612,2
613,1
614,1
615,1
616,1
617,1
618,0
619,1
620,1
621,1
622,1
623,1
624,1
625,1
626,2
627,1
628,1
629,2
630,1
631,1
632,1
633,1
634,1
635,0
636,1
637,0
638,2
639,1
640,0
641,0
642,1
643,1
644,1
645,0
646,2
647,1
648,1
649,1
650,1
651,1
652,1
653,2
654,1
655,0
656,2
657,0
658,1
659,1
660,1
661,1
662,1
663,2
664,1
665,1
666,0
667,1
668,1
669,1
670,0
671,0
672,1
673,0
674,1
675,1
676,1
677,1
678,1
679,1
680,1
681,1
682,1
683,1
684,1
685,1
686,2
687,1
688,1
689,2
690,1
691,1
692,1
693,2
694,1
695,0
696,2
697,1
698,1
699,1
700,0
701,1
702,1
703,1
704,1
705,1
706,1
707,1
708,2
709,1
710,2
711,0
712,1
713,1
714,2
715,1
716,0
717,1
718,0
719,2
720,1
721,1
722,2
723,1
724,1
725,2
726,1
727,2
728,1
729,1
730,1
731,2
732,1
733,0
734,1
735,1
736,1
737,1
738,1
739,1
740,1
741,0
742,1
743,1
744,1
745,1
746,1
747,1
748,1
749,1
750,1
751,1
752,1
753,0
754,0
755,1
756,1
757,0
758,1
759,1
760,1
761,1
762,1
763,1
764,1
765,1
766,1
767,1
768,0
769,1
770,1
771,1
772,1
773,1
774,1
775,1
776,2
777,1
778,1
779,0
780,1
781,0
782,1
783,1
784,1
785,0
786,1
787,1
788,1
789,1
790,1
791,1
792,1
793,1
794,1
795,2
796,1
797,1
798,1
799,1
800,1
801,1
802,2
803,1
804,1
805,1
806,1
807,1
808,1
809,0
810,1
811,1
812,1
813,1
814,1
815,1
816,1
817,1
818,1
819,1
820,0
821,1
822,1
823,1
824,1
825,1
826,1
827,1
828,1
829,0
830,1
831,1
832,1
833,1
834,1
835,2
836,1
837,0
838,2
839,0
840,2
841,1
842,1
843,1
844,1
845,1
846,1
847,0
848,1
849,1
850,1
851,1
852,1
853,2
854,1
855,1
856,1
857,0
858,2
859,1
860,1
861,1
862,2
863,1
864,2
865,1
866,1
867,1
868,1
869,2
870,0
871,2
872,0
873,1
874,1
875,0
876,1
877,1
878,1
879,1
880,1
881,1
882,0
883,1
884,0
885,0
886,1
887,1
888,1
889,1
890,1
891,1
892,1
893,1
894,1
895,1
896,1
897,1
898,1
899,1
900,2
901,1
902,1
903,1
904,0
905,1
906,2
907,1
908,1
909,1
910,1
911,1
912,1
913,1
914,2
915,1
916,1
917,1
918,1
919,1
920,1
921,1
922,2
923,1
924,1
925,1
926,2
927,1
928,1
929,1
930,1
931,1
932,2
933,1
934,1
935,1
936,1
937,1
938,1
939,2
940,1
941,2
942,1
943,0
944,1
945,1
946,2
947,2
948,0
949,1
950,1
951,1
952,2
953,1
954,2
955,2
956,1
957,1
958,0
959,1
960,1
961,1
962,1
963,1
964,0
965,1
966,2
967,1
968,0
969,2
970,1
971,1
972,1
973,1
974,1
975,1
976,0
977,1
978,0
979,1
980,1
981,1
982,1
983,1
984,1
985,1
986,2
987,1
988,1
989,1
990,2
991,1
992,1
993,2
994,1
995,1
996,1
997,1
998,1
999,2
1000,0
1001,1
1002,1
1003,1
1004,1
1005,1
1006,1
1007,1
1008,1
1009,1
1010,1
1011,1
1012,1
1013,0
1014,1
1015,1
1016,0
1017,1
1018,1
1019,1
1020,1
1021,1
1022,0
1023,1
1024,1
1025,1
1026,0
1027,1
1028,1
1029,1
1030,1
1031,1
1032,1
1033,1
1034,1
1035,1
1036,1
1037,1
1038,1
1039,1
1040,1
1041,1
1042,1
1043,1
1044,1
1045,1
1046,2
1047,1
1048,1
1049,2
1050,1
1051,1
1052,1
1053,2
1054,1
1055,1
1056,1
1057,0
1058,1
1059,0
1060,1
1061,2
1062,0
1063,1
1064,1
1065,1
1066,1
1067,1
1068,2
1069,1
1070,0
1071,1
1072,2
1073,2
1074,2
1075,0
1076,1
1077,1
1078,2
1079,1
1080,0
1081,1
1082,2
1083,1
1084,2
1085,1
1086,1
1087,1
1088,1
1089,1
1090,1
1091,1
1092,0
1093,1
1094,1
1095,0
1096,1
1097,1
1098,1
1099,1
1100,1
1101,0
1102,0
1103,1
1104,2
1105,1
1106,1
1107,1
1108,0
1109,1
1110,1
1111,1
1112,1
1113,1
1114,1
1115,2
1116,1
1117,1
1118,1
1119,1
1120,1
1121,1
1122,2
1123,1
1124,1
1125,1
1126,1
1127,1
1128,1
1129,1
1130,0
1131,0
1132,2
1133,1
1134,1
1135,1
1136,0
1137,1
1138,2
1139,1
1140,1
1141,1
1142,1
1143,2
1144,1
1145,1
1146,1
1147,1
1148,1
1149,1
1150,1
1151,1
1152,2
1153,2
1154,1
1155,0
1156,1
1157,1
1158,1
1159,1
1160,1
1161,0
1162,0
1163,1
1164,0
1165,1
1166,1
1167,0
1168,0
1169,1
1170,1
1171,1
1172,2
1173,1
1174,0
1175,2
1176,1
1177,1
1178,0
1179,1
1180,1
1181,1
1182,2
1183,1
1184,1
1185,1
1186,1
1187,1
1188,1
1189,1
1190,1
1191,0
1192,1
1193,1
1194,1
1195,1
1196,1
1197,0
1198,1
1199,1
1200,1
1201,1
1202,0
1203,2
1204,1
1205,1
1206,1
1207,1
1208,1
1209,0
1210,1
1211,1
1212,1
1213,1
1214,0
1215,1
1216,1
1217,1
1218,2
1219,0
1220,1
1221,1
1222,1
1223,1
1224,1
1225,0
1226,1
1227,1
1228,1
1229,2
1230,1
